ID,Label,Text
W14280,0,i really shut myself off a lot at the end of my pregnancy when i was feeling even more irritable and anxious so maybe now i need to bounce back from that and get back to normal again
W14281,1,i have a feeling they were delicious
W14282,1,i was just wondering if that is common and why some girls feel the need to seem less intelligent than they really are
W14283,0,i feel ungrateful and i know i feel ungrateful and i hate myself for feeling ungrateful hellip and yet i don t get that last bit
W14284,0,i couldn t help but feel slightly intimidated
W14285,0,i feel safer so i didnt have that horrible panicky feeling like i used to after nightmares in the old place but i couldnt get back to sleep
W14286,1,i definitely feel like i don t have a spot assured he said but didn t seem too stressed about spring training
W14287,0,i feel like i need to officially address this because it is just so fucking dumb
W14288,0,i feel like im making all the effort and i cant be bothered with it anymore
W14289,0,i feel compassion for them and understand why they feel insecure
W14290,0,i don t like sharing i do that on twitter but because i feel it s a vain thing to do
W14291,0,i went by on wednesday feeling slightly regretful that i didnt try to haggle
W14292,0,i just wasnt feeling it so i willfully broke my routine
W14293,0,i honestly feel rejected
W14294,1,i try to describe my experience in words it feels like trying to shove tender little baby feet into high tops that are too small for them
W14295,0,i feel that he wasn t making the effort to see me i blamed it on an over active imagination
W14296,1,i was feeling good until i saw the flop
W14297,0,i is feeling particularly hostile shell say no red shirt today nickey
W14298,0,i feel lethargic slogging through work outs and finishing each evening with popcorn and a glass of pinot gris
W14299,0,i feel hated but i don t care
W14300,0,i feel less stressed driving a hard route than being the passenger
W14301,1,i miss feeling pretty and delicate
W14302,0,i was telling obbie last night i feel like a terrible christian
W14303,0,i was feeling more than a little apprehensive as i was traveling on an emergency issued passport kindly supplied by the british consulate in los angeles a week ago
W14304,0,i feel really strange without my bangs and sometimes i want just to cut my hair
W14305,1,i feel honored to have those books on my shelves
W14306,0,i feel that he is ungrateful for having an opportunity to breathe the air when so many others didn t have the chances he has had
W14307,0,i will scream or cry when theres too many ppl but i feel insecure and wanted hide from them and i will sweat a lot
W14308,0,i am an infp a very strong introverted feeling person you could say i am passionately emotional about even the most insignificant of things
W14309,1,i needed to clear my head he tells him and sighs when he feels gentle fingers in his hair
W14310,1,i want to make this a daily thing i have to wash my hair every single day and that s a hassle for someone like me who has super curly hair that s a bit of a pain to straighten but when i walk out of that class i feel so good
W14311,0,i would even say are important as far as how my significant other feels about anything and that the rest have been ludicrous
W14312,1,i love but these are just a few that i ve been thinking of lately feel free to comment tell me i am an idiot or whatever
W14313,0,i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow
W14314,0,i watched her tears fell i really feel so heartbroken
W14315,1,i know that my issues questions feelings etc are going to be resolved
W14316,1,i must comment that i believe medications are life saving in many situations but i also feel that it is important to report the full story
W14317,0,i feel like i need to do something to change this vicious cycle of being good and letting cravings drive me to madness and binging
W14318,1,i prefer to sit in the large room at the back with its wooden floor and upholstered chairs which has a timeless feel in summer a gentle breeze blows through the floral curtains as you savour your large piece of cake or perhaps some of their famous a href http en
