Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
feel respected notion feeling good thinking good someone become notion ensuring respect,1,1,1,1
feel reluctant leave alone like without helping enough repay goodness,0,0,1,0
guess phrase dump come try think something mildly upsetting sort negative emotion perhaps stuck traffic something news morning made feel bit grumpy,0,0,0,0
im feeling terrified control world shaking curtain close tingle tickle inside pulse,0,0,0,0
feel must write owl fearless brave,1,1,1,1
still feel little shitty right type,0,0,0,0
want feel disrespected unloved,0,0,0,0
feel happy today,1,1,1,1
im feeling particularly generous ive begun wonder game plan actually much longer term one uk core,1,1,1,0
finally admit im feeling sorry evar ok finally admit im feeling sorry bc,0,0,1,0
cant help feel bioware missed opportunity,0,0,0,0
would give feeling fucked feel neutral,0,0,0,0
may pour half empty cup still making significantly le making age fresh college entire dollar change hour feel like sweet desperate progress,1,1,1,0
hard time feeling joyful morning morning gift,1,1,1,0
feeling horny ask let go home,1,1,1,0
feel job give tool need successful person,1,1,1,1
feel like really grouchy day get mood feel like world,0,0,1,0
feel completely numb emotionless lost,0,0,0,0
feel like im worthless,0,0,0,0
hasan man make feel shy retiring modest true english word schadenfreude,0,0,1,0
think many u feel burdened pervasive belief control thing going right wrong life,0,0,0,0
feel kind entertained,1,1,1,0
feel like im getting barely much free time oxford,1,1,1,0
alive feel defeated issue,0,0,0,0
feel freaked like im safe anywhere run,1,1,1,0
im happy really looking feeling awful,0,0,1,1
would set sunny temper generally feeling benevolent road user every morning approximately,1,0,1,1
follower friendly blog feel free leave comment know visited,1,1,1,1
went see jreyez back may havent feeling like going jenny convinced go time amp persuasion decided go lol,1,1,1,1
longer feel disadvantaged ethnicity fact majority gay men racist dont wan na date asian,0,0,0,0
especially feel strongly moment gina died fucked family could ever imagine wrote letter misgiving insecure time love enough,0,0,0,0
im listening right feel like need want share little one despite convinced atheism somehow never fails make feel better,1,1,1,1
would save next time im feeling cranky irritable spray lightly behind ear,0,0,1,0
im feeling hopelessly restless,0,0,0,0
alotta life going keep mumbling keep swimming keep swimming feel sort giggly say,1,1,1,1
feel dumb happy,0,0,1,1
may feel sure wisdom come age help,1,1,1,0
feel like pain imagine becoming passionate group idea causing pain,1,1,0,0
would feel nostalgic young age,1,1,1,1
smirk folk use outlook feel like superior smarter person surrounded fool,1,1,1,0
feel dumb talking feel like whiny emo teenager many problem far love temporary boyfriend,0,0,1,0
feel like people always say im rich ill get record deal ill happy fuck,1,1,1,0
shy away song talk feel toward god maybe even talk faithful response toward god,1,1,1,0
feel really effecting attitude toward feel bitter angry,0,0,0,0
feel suffering really feel pain,0,0,0,0
feel unwelcome guest beginning take hold retreat pray moment,0,0,1,0
figure family love u matter around anyone else feel embarrassed michelle go ballistic,0,0,1,0
feel artistic there ad really nice slr digital camera side webpage thats reason,1,0,1,1
dont eat lot bread find carbohydrate leave feeling groggy expand waistline faster say heck dont jean fit,0,0,1,0
feeling wont thrilled think ultimately decision,1,1,0,0
struggled feeling guilt took gentle care recovery sometimes even,1,1,1,0
feel like supposed faithful,1,1,1,1
enjoying month old puppy piddi feeling gentle breeze float cool inner chamber house,1,1,1,1
feel positive vibe bashing way slowly surely door negativity yet feel like nearly close enough,1,1,1,0
want girl love feel loved loved,1,1,1,1
ive thinking morning realizing ordinary life starting feel dull,0,0,0,0
feel greedy money hungry absolutely,0,0,0,0
feel like bit obnoxious picture posting,0,0,0,0
didnt feel like respected,1,1,0,0
feeling particularly lousy day might well try cheer saying yes,0,0,1,0
feel important thing someone make comfortable thats,1,1,1,1
feeling grumpy woman problem grumpy five year old want get way kind grumpy think difference,0,0,1,0
heard way parent friend mistreated,0,0,1,0
feel like want parent fortune unfortunate,0,0,0,0
always feel pressured act normal eating around family christmas yeah ill need lose weight comfortable eating dessert stuff,0,1,0,0
im taking heart feel gentle age perfect time place engage fearlessness wholesale change,1,1,1,1
feel lot support honoured chosen represent country,1,1,1,1
really spend time wit soon feel loved,1,1,1,1
happpy get good result field academic athletics,1,1,1,1
feel smart want show,1,1,1,1
could feel saw smelt delicious,1,1,1,1
feel particularly elegant though,1,1,1,0
feel glad justice served west said,1,1,1,1
really wanted like one whilst couple performance setting made worth seeing developed way pedestrian best critically flawed feel le generous,1,1,1,1
sitting today feeling miserable,0,0,0,0
feel rejected child,0,0,0,0
feeling embarrassed body take son local pool think poor woman rock scandalous piece swimwear available,0,0,0,0
feel rotten nothing change,0,0,0,0
im feeling really lethargic weird today,0,0,0,0
already feeling mentally crappy ridiculous,0,0,0,0
know excited going away day instead feel nothing make feel like ungrateful horrible person,0,0,0,0
feeling romantic beautiful summer day rel bookmark permalink,1,1,1,1
thought going talk try work thing shocked find steve decided wanted thing broke feeling unloved,0,0,0,0
feel super behind aspect life need read,1,1,1,0
dont need wear mask moment show feeling beloved without missgivings,1,1,1,1
id love hear handle type situation well story feel free share,1,1,1,1
feel guilty href http douevenlift,0,0,0,0
feel honoured part series join wonderful talented lady celebration womanhood,1,1,1,1
leave hair alone im feeling impatient,0,0,0,0
woke morning feeling agitated day coming,0,0,0,0
monthe ago,0,0,1,1
thought might make hair feel lovely silky,1,1,1,1
im still feeling really shitty undeserving love,0,0,0,0
wonder feeling sentimental help agony writing report due tomorrow,0,0,1,0
love feeling productive getting thing cleaned sorted,1,1,1,1
sometimes feel little unsure independent really,0,0,0,0
could leave spitak come back two year town neighbor school child shouting name feel welcomed,1,1,1,1
ill crawl kitchen feeling miserable cook fresh healthy meal,0,0,0,0
im actually feeling little smug,1,1,1,1
get platitude well meaning folk make feel like bothered thing bother,0,0,0,0
feel alone marginalized wacky core belief shared tiny percentage u,0,0,1,0
feeling somewhat defeated completely loss next,0,0,0,0
feel really cold miserable try motivate others finding walk trying,0,0,0,0
forgive accepted allowed express way could feel superior others,1,1,1,1
lot missing information previous final communication went feel guy ever liked advise afraid way want communicate tell,1,0,1,0
happy yet feel enraged,0,1,1,1
hear old jam wave nostalgia flood become giddy feel like jubilant teenager,1,0,1,1
want u know u make feel unimportant ignored jealous middle school level adjective,0,0,0,0
think much sit voice sound gotten food mouth feeling need make way around everyone rude,0,0,0,0
feel awful making flawed academia instilled value system brain shut,0,0,0,0
hate feeling discouraged keep trying start couch k isnt going well,0,0,0,0
sat room listening everyone outside beach feel inspired,1,1,1,0
feel rejected abandoned speaks volume expansion self worth,0,0,0,1
found lot lately feel discouraged many thing life,0,0,0,0
loved idea recording large chunk life others see future plus adore victorian style feel look rather elegant also air mystery like year time niece nephew may read woah ancient,1,1,1,1
want feel angry right feel way,0,0,0,0
eat hyped diner feeling satisfied extremely contented hype felt greater experienced,1,1,1,0
stepped outside house feeling glad home,1,1,1,1
im feeling pretty paranoid trying cover cash protect belonging definitely felt like something shouldnt like money laundering something,0,0,1,0
already feeling frantic,0,0,0,0
know beyond shadow doubt loved feel unloved unworthy rejected ive ever felt,0,0,0,0
feel like popular feel confident,1,1,1,1
must confess im feeling little overwhelmed,0,0,1,0
feel friggin blessed wonderful career family,1,1,1,1
feel terribly helpless sometimes even limited spiritual awareness able find answer know end outcome decision able move readjust pick piece centre enjoy decision,0,0,0,1
feel assured food grown organic free pesticide soil water contaminated good u,1,1,1,1
ive got feeling like momma stubborn strong willed amp full tx sassiness,0,0,1,1
also first slice xmas cake today im feeling festive,1,1,1,1
starting feel bit disheartened progress physical tbr still box book next bed going away fast want,0,0,0,0
find feeling irritable depleted run mental checklist worked,0,0,0,0
im still feeling pretty gloomy truth told,0,0,1,0
ive turned bit feeling casual,1,1,1,0
felt like earlier year starting feel emotional surreal confusion quite honest,0,0,1,0
say could bit annoying reminds im really unfit determination feel really poo even le determination bit vicious circle,0,0,1,0
feeling took much time kuya buddy kuya angee supportive way,1,1,1,1
awesome workout feeling amazing,1,1,1,1
found feeling jealous though,0,0,0,0
feel homesick read collection story,0,0,0,0
used feel frustrated time,0,0,0,0
however feel way hostile anyone capable violence,0,0,0,0
would probably dine especially feeling rich dont,1,1,1,1
still feeling joyful rest peace nothing nothing nothing stop,1,0,1,1
want feel like nurtured respected protected equal,1,1,1,1
feel somewhat alarmed,0,0,0,0
cry think guilty youll make feel yes ive fucked million reason shame im sorry,0,0,0,0
incredibly youthful employment angry stay feeling offended simply wasnt professional decided,0,0,0,0
seoul could help feel jealous,0,0,0,0
certainly get worked feminist issue time also period feeling fairly mellow,1,1,1,1
feel specially fond,1,1,1,1
